Address,Price $,Type,Size m²,Bedrooms,Bathrooms
"Jounieh, Kesrouane, Mount Lebanon",130000,Office,65,1,N/A
"Yarzeh, Baabda, Mount Lebanon",850000,Land,962,N/A,N/A
"Ras Beirut, Beirut, Beirut",2500000,Shop,400,1,N/A
"Ras Beirut, Beirut, Beirut",380000,Office,110,1,N/A
"Ras Beirut, Beirut, Beirut",420000,Office,140,1,N/A
"Ras Beirut, Beirut, Beirut",697000,Office,221,1,N/A
"Ras Beirut, Beirut, Beirut",270000,Office,96,1,N/A
"Yarzeh, Baabda, Mount Lebanon",1000000,Land,1078,N/A,N/A
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,210,3,3
"Hboub, Jbeil, Mount Lebanon",450000,Land,1220,N/A,N/A
"Ras Beirut, Beirut, Beirut",1000000,Land,1930,N/A,N/A
"Achrafieh, Beirut, Beirut",480000,Apartment,120,2,2
"Ras Beirut, Beirut, Beirut",500000,Apartment,280,3,3
"Hrajel, Kesrouane, Mount Lebanon",70000,Chalet,125,2,2
"Kfour, Kesrouane, Mount Lebanon",280000,House/Villa,250,3,3
"Achrafieh, Beirut, Beirut",275000,Apartment,94,2,2
"Jdayel, Jbeil, Mount Lebanon",100000,Apartment,125,3,2
"Jal el Dib, El Metn, Mount Lebanon",3000000,Shop,1600,N/A,N/A
"Ras Beirut, Beirut, Beirut",240000,Apartment,140,3,2
"Aatchane, El Metn, Mount Lebanon",580000,Apartment,266,4,5
"Klayaat, Kesrouane, Mount Lebanon",250000,Apartment,300,3,4
"Ehmej, Jbeil, Mount Lebanon",300000,Land,2270,N/A,N/A
"Achrafieh, Beirut, Beirut",980000,Shop,500,1,N/A
"Adma, Kesrouane, Mount Lebanon",420000,Apartment,300,4,4
"Antelias, El Metn, Mount Lebanon",160000,Apartment,100,2,2
"Kfar Aabida, Batroun, North",135000,Apartment,112,2,2
"Jeita, Kesrouane, Mount Lebanon",275000,Land,1169,N/A,N/A
"Mar Takla, Baabda, Mount Lebanon",440000,Shop,100,1,N/A
"Mtayleb, El Metn, Mount Lebanon",1100000,Land,900,N/A,N/A
"Achrafieh, Beirut, Beirut",4000000,Residential Building,408,12,6
"Achrafieh, Beirut, Beirut",410000,Office,125,1,N/A
"Achrafieh, Beirut, Beirut",650000,Apartment,277,4,3
"Achrafieh, Beirut, Beirut",160000,Shop,33,N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon",1050000,Land,2643,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",450000,Land,960,N/A,N/A
"Zalka, El Metn, Mount Lebanon",570000,Office,320,2,N/A
"Yarzeh, Baabda, Mount Lebanon",700000,Apartment,215,3,5
"Hboub, Jbeil, Mount Lebanon",330000,Land,1230,N/A,N/A
"Mansourieh, El Metn, Mount Lebanon",269000,Apartment,400,3,4
"Zaarour, El Metn, Mount Lebanon",150000,Land,1300,N/A,N/A
"Jouret Al Ballout, El Metn, Mount Lebanon",135000,Apartment,127,3,3
"Jouret Al Ballout, El Metn, Mount Lebanon",215000,Apartment,120,2,2
"Jbeil, Jbeil, Mount Lebanon",250000,Apartment,208,3,4
"Halat, Jbeil, Mount Lebanon",275000,Apartment,265,3,4
"Qartaboun, Jbeil, Mount Lebanon",110000,Warehouse,100,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon",280000,Apartment,200,3,3
"Jounieh, Kesrouane, Mount Lebanon",125000,Apartment,165,3,2
"Naccache, El Metn, Mount Lebanon",400000,Warehouse,600,N/A,N/A
"Jeita, Kesrouane, Mount Lebanon",750000,House/Villa,1100,5,5
"Bentaael, Jbeil, Mount Lebanon",650000,Land,7200,N/A,N/A
"Zaarour, El Metn, Mount Lebanon",130000,Land,876,N/A,N/A
"Zaarour, El Metn, Mount Lebanon",135000,Land,671,N/A,N/A
"Zaarour, El Metn, Mount Lebanon",140000,Land,700,N/A,N/A
"Antelias, El Metn, Mount Lebanon",250000,Apartment,175,3,3
"Bsalim, El Metn, Mount Lebanon",650000,Land,800,N/A,N/A
"Jdayel, Jbeil, Mount Lebanon",950000,House/Villa,450,5,6
"Achrafieh, Beirut, Beirut",330000,Apartment,150,3,3
"Batroun, Batroun, North",74000,Land,512,N/A,N/A
"Zalka, El Metn, Mount Lebanon",320000,Office,450,2,N/A
"Jbeil, Jbeil, Mount Lebanon",120000,Apartment,135,3,2
"Zalka, El Metn, Mount Lebanon",180000,Office,75,2,N/A
"Zalka, El Metn, Mount Lebanon",90000,Office,37,1,N/A
"Achrafieh, Beirut, Beirut",900000,Apartment,224,3,4
"Naccache, El Metn, Mount Lebanon",240000,Warehouse,400,1,N/A
"Blat, Jbeil, Mount Lebanon",300000,Land,750,N/A,N/A
"Edde, Jbeil, Mount Lebanon",252000,Land,1400,N/A,N/A
"Halat, Jbeil, Mount Lebanon",185000,Apartment,220,2,3
"Nahr Ibrahim, Jbeil, Mount Lebanon",300000,Apartment,1000,5,4
"Jal el Dib, El Metn, Mount Lebanon",220000,Apartment,230,4,5
"Wata El Joz, Kesrouane, Mount Lebanon",2698000,Land,67450,N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon",620600,Land,15515,N/A,N/A
"Wata El Joz, Kesrouane, Mount Lebanon",48000,Land,1200,N/A,N/A
"Mayrouba, Kesrouane, Mount Lebanon",717500,Land,14350,N/A,N/A
"Mayrouba, Kesrouane, Mount Lebanon",361050,Land,7221,N/A,N/A
"Tannourine, Batroun, North",89400,Land,894,N/A,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon",150000,Land,1000,N/A,N/A
"Kfifane, Batroun, North",825000,Land,16497,N/A,N/A
"Achrafieh, Beirut, Beirut",700000,Apartment,210,3,4
"Batroun, Batroun, North",1100000,House/Villa,198,2,1
"Bentaael, Jbeil, Mount Lebanon",611000,Land,3775,N/A,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",160000,Apartment,145,3,3
"Basbina, Batroun, North",150000,Apartment,120,2,2
"Batroun, Batroun, North",260000,Land,650,N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon",1440000,Land,2400,N/A,N/A
"Bentaael, Jbeil, Mount Lebanon",611000,Land,4525,N/A,N/A
"Kfar Aabida, Batroun, North",80000,Shop,30,1,N/A
"Fiyadiye, Baabda, Mount Lebanon",900000,Land,630,N/A,N/A
"Basbina, Batroun, North",120000,Apartment,120,2,2
"Basbina, Batroun, North",125000,Apartment,121,2,2
"Basbina, Batroun, North",135000,Apartment,136,3,3
"Achrafieh, Beirut, Beirut",475000,Apartment,270,3,4
"Faytroun, Kesrouane, Mount Lebanon",650000,Residential Building,1000,N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon",250000,Land,933,N/A,N/A
"Antelias, El Metn, Mount Lebanon",280000,Shop,220,1,N/A
"Beit Meri, El Metn, Mount Lebanon",4300000,House/Villa,1274,5,5
"Adma, Kesrouane, Mount Lebanon",500000,Apartment,320,3,4
"Gherfine, Jbeil, Mount Lebanon",275000,Apartment,160,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",370000,Apartment,208,3,4
"Ehmej, Jbeil, Mount Lebanon",165000,Land,2222,N/A,N/A
"chnaniir, Kesrouane, Mount Lebanon",1500000,Land,2500,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",600000,Apartment,252,3,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon",375000,Apartment,250,3,2
"Zouk Mosbeh, Kesrouane, Mount Lebanon",350000,Shop,121,2,N/A
"Zouk Mosbeh, Kesrouane, Mount Lebanon",125000,Apartment,163,3,3
"Halat, Jbeil, Mount Lebanon",300000,Residential Building,1000,N/A,N/A
"Bouchrieh, El Metn, Mount Lebanon",260000,Warehouse,400,N/A,N/A
"Batroun, Batroun, North",1000000,House/Villa,220,4,4
"Achrafieh, Beirut, Beirut",440000,Apartment,170,3,3
"Antelias, El Metn, Mount Lebanon",450000,Office,100,1,N/A
"Barbara, Jbeil, Mount Lebanon",425000,Land,1572,N/A,N/A
"Jaj, Jbeil, Mount Lebanon",200000,Land,4000,N/A,N/A
"Achrafieh, Beirut, Beirut",750000,Apartment,220,2,3
"Sarba, Kesrouane, Mount Lebanon",180000,Warehouse,250,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon",240000,Land,4860,N/A,N/A
"Achrafieh, Beirut, Beirut",425000,Apartment,250,4,3
"Fanar, El Metn, Mount Lebanon",350000,Apartment,250,3,3
"Dbayeh, El Metn, Mount Lebanon",2500000,Apartment,465,4,7
"Laqlouq, Jbeil, Mount Lebanon",180000,Land,2000,N/A,N/A
"Monsef, Jbeil, Mount Lebanon",270000,Land,1080,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",135000,Apartment,170,3,3
"Batroun, Batroun, North",66000,Land,900,N/A,N/A
"Batroun, Batroun, North",120000,Apartment,150,3,2
"Basbina, Batroun, North",145000,Office,160,3,N/A
"Khenchara, El Metn, Mount Lebanon",395000,Land,370,N/A,N/A
"Blat, Jbeil, Mount Lebanon",3000000,Residential Building,5000,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",320000,Apartment,220,3,4
"Baabdat, El Metn, Mount Lebanon",475000,Apartment,330,3,4
"Ehmej, Jbeil, Mount Lebanon",375000,Land,2118,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",350000,Apartment,425,4,4
"Laqlouq, Jbeil, Mount Lebanon",125000,Chalet,72,1,1
"Aoukar, El Metn, Mount Lebanon",400000,Land,500,N/A,N/A
"Mar Takla, Baabda, Mount Lebanon",625000,Apartment,310,3,4
"Batroun, Batroun, North",135000,Shop,72,2,N/A
"Monsef, Jbeil, Mount Lebanon",275000,Land,1255,N/A,N/A
"Bolonia, El Metn, Mount Lebanon",85000,Apartment,95,1,2
"Bikfaya, El Metn, Mount Lebanon",1560000,Land,5200,N/A,N/A
"Beit Chabeb, El Metn, Mount Lebanon",560000,Apartment,600,6,2
"Zaarour, El Metn, Mount Lebanon",460000,Land,1840,N/A,N/A
"Rabweh, El Metn, Mount Lebanon",300000,Apartment,280,4,3
"kfarhbeib, Kesrouane, Mount Lebanon",650000,Apartment,300,3,4
"Aamchit, Jbeil, Mount Lebanon",170000,Apartment,200,3,3
"Achrafieh, Beirut, Beirut",350000,Apartment,160,2,3
"Achrafieh, Beirut, Beirut",900000,Land,272,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",240000,Apartment,300,3,3
"Beit Meri, El Metn, Mount Lebanon",500000,Apartment,300,3,3
"Batroun, Batroun, North",110000,Apartment,150,3,3
"Ras Beirut, Beirut, Beirut",1200000,Apartment,170,3,2
"Hsoun, Jbeil, Mount Lebanon",325000,Land,2700,N/A,N/A
"Batroun, Batroun, North",140000,Warehouse,400,N/A,N/A
"Achrafieh, Beirut, Beirut",1070000,Residential Building,600,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",140000,Apartment,140,3,2
"Adma, Kesrouane, Mount Lebanon",950000,Apartment,480,4,5
"Fakra, Kesrouane, Mount Lebanon",300000,Chalet,80,2,2
"Achrafieh, Beirut, Beirut",220000,Apartment,142,2,2
"Faraya, Kesrouane, Mount Lebanon",125000,Land,930,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",250000,Apartment,300,3,4
"Down Town, Beirut, Beirut",1350000,Apartment,270,3,3
"Ain Aar, El Metn, Mount Lebanon",1850000,Land,1220,N/A,N/A
"Al Qalamoun, Tripoli, North",350000,Chalet,124,2,2
"Zikrit, El Metn, Mount Lebanon",150000,Apartment,148,3,2
"Jbeil, Jbeil, Mount Lebanon",1500000,Land,883,N/A,N/A
"Chamat, Jbeil, Mount Lebanon",230000,Land,550,N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon",200000,Land,1250,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",100000,Apartment,145,3,2
"Broumana, El Metn, Mount Lebanon",400000,Land,986,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon",125000,Apartment,140,3,2
"Jounieh, Kesrouane, Mount Lebanon",560000,Land,500,N/A,N/A
"Kfaryassine, Kesrouane, Mount Lebanon",7800000,Land,5808,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon",390000,Chalet,60,1,1
"Gharzouz, Jbeil, Mount Lebanon",350000,Land,2320,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",2000000,Land,1100,N/A,N/A
"Achrafieh, Beirut, Beirut",260000,Apartment,171,3,3
"Ras Beirut, Beirut, Beirut",900000,Apartment,230,3,3
"Dbayeh, El Metn, Mount Lebanon",825000,Apartment,450,3,4
"Bsalim, El Metn, Mount Lebanon",375000,Apartment,210,3,4
"Safra, Kesrouane, Mount Lebanon",275000,Apartment,200,3,3
"Louaize, Baabda, Mount Lebanon",385000,Apartment,215,3,4
"Baabdat, El Metn, Mount Lebanon",1168500,Land,2337,N/A,N/A
"Ajaltoun, Kesrouane, Mount Lebanon",150000,Apartment,250,3,3
"Yarzeh, Baabda, Mount Lebanon",3150000,Land,3434,N/A,N/A
"Yarzeh, Baabda, Mount Lebanon",1660000,Land,1140,N/A,N/A
"Dahr El Sawan, El Metn, Mount Lebanon",1344000,Land,960,N/A,N/A
"Mechmech, Jbeil, Mount Lebanon",105000,Chalet,130,2,2
"Aamchit, Jbeil, Mount Lebanon",200000,Land,1188,N/A,N/A
"Achrafieh, Beirut, Beirut",1800000,Residential Building,227,N/A,N/A
"Achrafieh, Beirut, Beirut",800000,Apartment,350,3,3
"Badaro, Beirut, Beirut",900000,Apartment,400,4,3
"Aamchit, Jbeil, Mount Lebanon",300000,Apartment,220,3,4
"Down Town, Beirut, Beirut",1200000,Apartment,280,3,4
"Achrafieh, Beirut, Beirut",3400000,Land,880,N/A,N/A
"Fakra, Kesrouane, Mount Lebanon",5000000,House/Villa,1000,5,7
"Baabda, Baabda, Mount Lebanon",350000,Office,250,3,N/A
"Fakra, Kesrouane, Mount Lebanon",225000,Chalet,130,2,2
"Blat, Jbeil, Mount Lebanon",100000,Apartment,120,2,2
"Furn El Chebbak, Baabda, Mount Lebanon",800000,Land,396,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",125000,Warehouse,150,2,N/A
"Jdeideh, El Metn, Mount Lebanon",1300000,Land,815,N/A,N/A
"Roumie, El Metn, Mount Lebanon",1600000,Land,2000,N/A,N/A
"Fakra, Kesrouane, Mount Lebanon",300000,Chalet,152,3,3
"Barbara, Jbeil, Mount Lebanon",1000000,House/Villa,950,4,7
"Ras Beirut, Beirut, Beirut",1800000,Apartment,420,3,4
"Blat, Jbeil, Mount Lebanon",280000,Land,832,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",165000,Land,950,N/A,N/A
"Blat, Jbeil, Mount Lebanon",100000,Apartment,220,3,2
"Faytroun, Kesrouane, Mount Lebanon",120000,Chalet,90,3,2
"Bouar, Kesrouane, Mount Lebanon",120000,Apartment,220,3,3
"Faytroun, Kesrouane, Mount Lebanon",990000,House/Villa,350,4,5
"Braij, Jbeil, Mount Lebanon",125000,Land,970,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",330000,Apartment,322,3,4
"Jbeil, Jbeil, Mount Lebanon",130000,Land,3826,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",210000,Chalet,60,1,1
"kfarhbeib, Kesrouane, Mount Lebanon",380000,Apartment,250,4,5
"kfarhbeib, Kesrouane, Mount Lebanon",300000,Apartment,200,3,4
"kfarhbeib, Kesrouane, Mount Lebanon",240000,Apartment,160,3,4
"Dbayeh, El Metn, Mount Lebanon",715000,Office,206,N/A,N/A
"Blat, Jbeil, Mount Lebanon",130000,Apartment,140,3,3
"Down Town, Beirut, Beirut",620000,Apartment,137,1,2
"Down Town, Beirut, Beirut",1250000,Apartment,255,3,3
"Yarzeh, Baabda, Mount Lebanon",1600000,Apartment,720,5,7
"Broumana, El Metn, Mount Lebanon",300000,Apartment,278,3,3
"Batroun, Batroun, North",400000,House/Villa,470,4,4
"Bsalim, El Metn, Mount Lebanon",525000,Apartment,330,3,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon",145000,Apartment,150,3,3
"kfarhbeib, Kesrouane, Mount Lebanon",300000,Apartment,220,3,5
"Halat, Jbeil, Mount Lebanon",400000,Land,1184,N/A,N/A
"Badaro, Beirut, Beirut",1070000,Apartment,420,4,3
"Halat, Jbeil, Mount Lebanon",165000,Apartment,120,2,2
"Badaro, Beirut, Beirut",500000,Apartment,240,3,3
"Hboub, Jbeil, Mount Lebanon",350000,Apartment,275,3,4
"Fakra, Kesrouane, Mount Lebanon",215000,Apartment,130,2,3
"Wata El Joz, Kesrouane, Mount Lebanon",550000,House/Villa,210,4,3
"Achrafieh, Beirut, Beirut",520000,Apartment,200,2,3
"Horsh Tabet, El Metn, Mount Lebanon",1400000,Shop,500,N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon",290000,Apartment,230,3,3
"Aamchit, Jbeil, Mount Lebanon",210000,Apartment,190,3,3
"Mazraat Yachouh, El Metn, Mount Lebanon",850000,Factory,970,2,N/A
"Badaro, Beirut, Beirut",550000,Apartment,206,3,2
"Edde, Jbeil, Mount Lebanon",160000,Shop,80,1,N/A
"Jounieh, Kesrouane, Mount Lebanon",560000,Apartment,260,5,5
"Jounieh, Kesrouane, Mount Lebanon",390000,Apartment,185,4,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",200000,Chalet,80,2,2
"Bolonia, El Metn, Mount Lebanon",750000,Land,1855,N/A,N/A
"Mastita, Jbeil, Mount Lebanon",170000,Apartment,190,3,2
"Down Town, Beirut, Beirut",650000,Apartment,120,1,2
"Biyada, El Metn, Mount Lebanon",390000,Apartment,240,3,4
"Achrafieh, Beirut, Beirut",280000,Apartment,125,2,2
"Ghazir, Kesrouane, Mount Lebanon",2500000,House/Villa,500,6,7
"Zebdine, Jbeil, Mount Lebanon",150000,Land,1000,N/A,N/A
"Beit el Chaar, El Metn, Mount Lebanon",450000,Apartment,318,3,4
"Dahr El Sawan, El Metn, Mount Lebanon",530000,Land,2640,N/A,N/A
"Bekhaaz, Jbeil, Mount Lebanon",200000,Land,2455,N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon",400000,Land,715,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon",310000,Chalet,200,4,4
"Batroun, Batroun, North",309000,Apartment,206,3,3
"Batroun, Batroun, North",213000,Apartment,124,3,2
"Fanar, El Metn, Mount Lebanon",400000,Apartment,600,6,5
"Aoukar, El Metn, Mount Lebanon",300000,Land,437,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",380000,Apartment,255,3,4
"Mechmech, Jbeil, Mount Lebanon",150000,Land,4575,N/A,N/A
"Monsef, Jbeil, Mount Lebanon",300000,Land,1443,N/A,N/A
"Rabieh, El Metn, Mount Lebanon",4000000,Land,1896,N/A,N/A
"Braij, Jbeil, Mount Lebanon",104000,Apartment,115,2,2
"Braij, Jbeil, Mount Lebanon",150000,Land,1200,N/A,N/A
"Achrafieh, Beirut, Beirut",575000,Apartment,210,3,4
"Achrafieh, Beirut, Beirut",850000,Apartment,250,3,4
"Achrafieh, Beirut, Beirut",1600000,Apartment,415,4,5
"Adma, Kesrouane, Mount Lebanon",200000,Apartment,175,3,4
"Achrafieh, Beirut, Beirut",225000,Apartment,100,1,1
"Fanar, El Metn, Mount Lebanon",275000,Apartment,400,4,3
"Ain Saadeh, El Metn, Mount Lebanon",275000,Apartment,240,3,3
"Bikfaya, El Metn, Mount Lebanon",904800,Land,2320,N/A,N/A
"Bikfaya, El Metn, Mount Lebanon",897000,Land,2300,N/A,N/A
"Down Town, Beirut, Beirut",8000000,Apartment,860,5,6
"Ehmej, Jbeil, Mount Lebanon",110000,Land,2150,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon",220000,Apartment,220,3,4
"Adma, Kesrouane, Mount Lebanon",990000,Apartment,275,3,5
"Dekweneh, El Metn, Mount Lebanon",13700000,Land,4600,N/A,N/A
"Down Town, Beirut, Beirut",1500000,Apartment,347,3,4
"Amaret Chalhoub, El Metn, Mount Lebanon",2200000,Land,1100,N/A,N/A
"Beit Meri, El Metn, Mount Lebanon",380000,Warehouse,600,N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon",225000,Apartment,125,2,2
"Halat, Jbeil, Mount Lebanon",275000,Chalet,80,2,2
"Adma, Kesrouane, Mount Lebanon",257000,Apartment,160,3,4
"Tabarja, Kesrouane, Mount Lebanon",5250000,Land,3500,N/A,N/A
"Qornet El Hamra, El Metn, Mount Lebanon",3000000,House/Villa,800,5,8
"Bouar, Kesrouane, Mount Lebanon",132000,Apartment,120,2,2
"Achrafieh, Beirut, Beirut",1600000,Apartment,380,3,4
"Kaslik, Kesrouane, Mount Lebanon",450000,Shop,220,1,N/A
"Kaslik, Kesrouane, Mount Lebanon",270000,Apartment,225,3,4
"Sahel Alma, Kesrouane, Mount Lebanon",365000,Apartment,225,3,5
"Aabeidat, Jbeil, Mount Lebanon",500000,Land,800,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon",180000,Apartment,135,2,2
"Achrafieh, Beirut, Beirut",550000,Apartment,240,3,4
"Furn El Chebbak, Baabda, Mount Lebanon",240000,Apartment,330,3,4
"Jounieh, Kesrouane, Mount Lebanon",500000,Chalet,237,4,4
"Mar Takla, Baabda, Mount Lebanon",650000,Apartment,350,3,4
"Zouk Mikael, Kesrouane, Mount Lebanon",100000,Warehouse,235,1,N/A
"Faraya, Kesrouane, Mount Lebanon",400000,Land,1750,N/A,N/A
"Ras Beirut, Beirut, Beirut",1800000,Apartment,482,4,5
"Dhour Choueir, El Metn, Mount Lebanon",500000,Land,2209,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",752250,Land,1003,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",915000,Land,1220,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",832500,Land,1110,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",772500,Land,1030,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",887250,Land,1183,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",765000,Land,1020,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",870000,Land,1160,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",787500,Land,1050,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",982500,Land,1310,N/A,N/A
"Ras Beirut, Beirut, Beirut",420000,Apartment,148,3,3
"Achrafieh, Beirut, Beirut",750000,Apartment,230,3,3
"Mtayleb, El Metn, Mount Lebanon",240000,Apartment,220,2,4
"Batroun, Batroun, North",225000,Land,3752,N/A,N/A
"Rabieh, El Metn, Mount Lebanon",2950000,Land,1633,N/A,N/A
"Maaysra, Kesrouane, Mount Lebanon",150000,Apartment,120,2,2
"Down Town, Beirut, Beirut",3500000,Apartment,473,4,6
"Batroun, Batroun, North",135000,Apartment,136,2,2
"Mtayleb, El Metn, Mount Lebanon",395000,Apartment,340,3,4
"Adonis, Kesrouane, Mount Lebanon",250000,Apartment,350,3,4
"Shayle, Kesrouane, Mount Lebanon",120000,Apartment,120,2,2
"Jeita, Kesrouane, Mount Lebanon",300000,Chalet,150,2,2
"Achkout, Kesrouane, Mount Lebanon",100000,Apartment,115,2,2
"Ras El Nabeh, Beirut, Beirut",210000,Apartment,145,2,2
"Badaro, Beirut, Beirut",190000,Office,120,2,N/A
"Jbeil, Jbeil, Mount Lebanon",185000,Apartment,150,3,3
"Ghazir, Kesrouane, Mount Lebanon",1000000,Land,1039,N/A,N/A
"Batroun, Batroun, North",75000,Apartment,40,1,1
"chnaniir, Kesrouane, Mount Lebanon",275000,Apartment,171,3,3
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",260000,Chalet,160,3,3
"Adma, Kesrouane, Mount Lebanon",310000,Apartment,180,3,3
"Gherfine, Jbeil, Mount Lebanon",120000,Apartment,138,3,2
"Aamchit, Jbeil, Mount Lebanon",175000,Chalet,60,1,1
"Safra, Kesrouane, Mount Lebanon",150000,Apartment,138,3,2
"Achrafieh, Beirut, Beirut",500000,Apartment,175,3,3
"Shayle, Kesrouane, Mount Lebanon",60000,Warehouse,100,1,N/A
"Ras Beirut, Beirut, Beirut",3500000,Apartment,615,4,4
"Ras Beirut, Beirut, Beirut",600000,Apartment,164,3,4
"Nahr Ibrahim, Jbeil, Mount Lebanon",600000,Land,2000,N/A,N/A
"Dekweneh, El Metn, Mount Lebanon",450000,Warehouse,375,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon",165000,Apartment,120,3,2
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",265000,Chalet,115,2,2
"Halat, Jbeil, Mount Lebanon",330000,Land,1000,N/A,N/A
"Batroun, Batroun, North",130000,Apartment,56,1,1
"Nahr Ibrahim, Jbeil, Mount Lebanon",550000,Land,4700,N/A,N/A
"Jbeil, Jbeil, Mount Lebanon",130000,Apartment,127,2,2
"Sahel Alma, Kesrouane, Mount Lebanon",1400000,House/Villa,400,4,1
"Achrafieh, Beirut, Beirut",1400000,Apartment,370,3,4
"Adma, Kesrouane, Mount Lebanon",420000,Apartment,235,3,4
"Down Town, Beirut, Beirut",3146000,Apartment,484,4,5
"Down Town, Beirut, Beirut",3655000,Apartment,562,3,4
"Down Town, Beirut, Beirut",2785000,Apartment,428,3,4
"Hboub, Jbeil, Mount Lebanon",200000,Apartment,220,4,4
"Achrafieh, Beirut, Beirut",2100000,Apartment,500,4,5
"Braij, Jbeil, Mount Lebanon",110000,Apartment,200,3,3
"Adma, Kesrouane, Mount Lebanon",775000,Apartment,310,4,6
"Sahel Alma, Kesrouane, Mount Lebanon",170000,Apartment,160,3,3
"Hazmieh, Baabda, Mount Lebanon",320000,Apartment,180,3,4
"Down Town, Beirut, Beirut",1500000,Apartment,246,3,4
"Down Town, Beirut, Beirut",3000000,Apartment,546,3,4
"Dekweneh, El Metn, Mount Lebanon",420000,Shop,120,2,1
"Al Jamhour, Baabda, Mount Lebanon",430000,Apartment,237,4,6
"Zouk Mikael, Kesrouane, Mount Lebanon",6000000,Commercial Building,7353,N/A,N/A
"Achrafieh, Beirut, Beirut",750000,Apartment,268,3,4
"Ras Beirut, Beirut, Beirut",750000,Apartment,190,3,3
"Down Town, Beirut, Beirut",2800000,Apartment,500,4,5
"Ras Beirut, Beirut, Beirut",250000,Apartment,162,3,3
"Kaslik, Kesrouane, Mount Lebanon",275000,Apartment,290,4,4
"Sahel Alma, Kesrouane, Mount Lebanon",425500,Apartment,185,3,3
"Adma, Kesrouane, Mount Lebanon",700000,Apartment,300,4,5
"Achkout, Kesrouane, Mount Lebanon",150000,Land,1310,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",2115000,Land,2820,N/A,N/A
"Adma, Kesrouane, Mount Lebanon",4500000,House/Villa,2050,4,6
"Ghine, Kesrouane, Mount Lebanon",115000,Apartment,150,3,2
"Tabarja, Kesrouane, Mount Lebanon",380000,Chalet,70,1,1
"Down Town, Beirut, Beirut",2150000,Apartment,350,3,4
"Ras Beirut, Beirut, Beirut",1000000,Office,356,3,N/A
"Ras Beirut, Beirut, Beirut",550000,Office,105,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",3900000,Land,5200,N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon",235000,Apartment,205,3,3
"Antelias, El Metn, Mount Lebanon",100000,Office,90,1,N/A
"Rabieh, El Metn, Mount Lebanon",8000000,House/Villa,800,4,5
"Nahr Ibrahim, Jbeil, Mount Lebanon",450000,Land,1673,N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon",1325000,Land,883,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon",75000,Warehouse,150,1,N/A
"Ras Beirut, Beirut, Beirut",3750000,Apartment,550,4,5
