Address,Price,Type,Size,Bedrooms,Bathrooms
"Braij, Jbeil, Mount Lebanon","$104,000",Apartment,115 m²,2,2
"Braij, Jbeil, Mount Lebanon","$150,000",Land,"1,200 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$575,000",Apartment,210 m²,3,4
"Achrafieh, Beirut, Beirut","$850,000",Apartment,250 m²,3,4
"Achrafieh, Beirut, Beirut","$1,600,000",Apartment,415 m²,4,5
"Adma, Kesrouane, Mount Lebanon","$200,000",Apartment,175 m²,3,4
"Achrafieh, Beirut, Beirut","$225,000",Apartment,100 m²,1,1
"Fanar, El Metn, Mount Lebanon","$275,000",Apartment,400 m²,4,3
"Ain Saadeh, El Metn, Mount Lebanon","$275,000",Apartment,240 m²,3,3
"Bikfaya, El Metn, Mount Lebanon","$904,800",Land,"2,320 m²",N/A,N/A
"Bikfaya, El Metn, Mount Lebanon","$897,000",Land,"2,300 m²",N/A,N/A
"Down Town, Beirut, Beirut","$8,000,000",Apartment,860 m²,5,6
"Ehmej, Jbeil, Mount Lebanon","$110,000",Land,"2,150 m²",N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$220,000",Apartment,220 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$990,000",Apartment,275 m²,3,5
"Dekweneh, El Metn, Mount Lebanon","$13,700,000",Land,"4,600 m²",N/A,N/A
"Down Town, Beirut, Beirut","$1,500,000",Apartment,347 m²,3,4
"Amaret Chalhoub, El Metn, Mount Lebanon","$2,200,000",Land,"1,100 m²",N/A,N/A
"Beit Meri, El Metn, Mount Lebanon","$380,000",Warehouse,600 m²,N/A,N/A
"Sin El Fil, El Metn, Mount Lebanon","$225,000",Apartment,125 m²,2,2
"Halat, Jbeil, Mount Lebanon","$275,000",Chalet,80 m²,2,2
"Adma, Kesrouane, Mount Lebanon","$257,000",Apartment,160 m²,3,4
"Tabarja, Kesrouane, Mount Lebanon","$5,250,000",Land,"3,500 m²",N/A,N/A
"Qornet El Hamra, El Metn, Mount Lebanon","$3,000,000",House/Villa,800 m²,5,8
"Bouar, Kesrouane, Mount Lebanon","$132,000",Apartment,120 m²,2,2
"Achrafieh, Beirut, Beirut","$1,600,000",Apartment,380 m²,3,4
"Kaslik, Kesrouane, Mount Lebanon","$450,000",Shop,220 m²,1,N/A
"Kaslik, Kesrouane, Mount Lebanon","$270,000",Apartment,225 m²,3,4
"Sahel Alma, Kesrouane, Mount Lebanon","$365,000",Apartment,225 m²,3,5
"Aabeidat, Jbeil, Mount Lebanon","$500,000",Land,800 m²,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$180,000",Apartment,135 m²,2,2
"Achrafieh, Beirut, Beirut","$550,000",Apartment,240 m²,3,4
"Furn El Chebbak, Baabda, Mount Lebanon","$240,000",Apartment,330 m²,3,4
"Jounieh, Kesrouane, Mount Lebanon","$500,000",Chalet,237 m²,4,4
"Mar Takla, Baabda, Mount Lebanon","$650,000",Apartment,350 m²,3,4
"Zouk Mikael, Kesrouane, Mount Lebanon","$100,000",Warehouse,235 m²,1,N/A
"Faraya, Kesrouane, Mount Lebanon","$400,000",Land,"1,750 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$1,800,000",Apartment,482 m²,4,5
"Dhour Choueir, El Metn, Mount Lebanon","$500,000",Land,"2,209 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$752,250",Land,"1,003 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$915,000",Land,"1,220 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$832,500",Land,"1,110 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$772,500",Land,"1,030 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$887,250",Land,"1,183 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$765,000",Land,"1,020 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$870,000",Land,"1,160 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$787,500",Land,"1,050 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$982,500",Land,"1,310 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$420,000",Apartment,148 m²,3,3
"Achrafieh, Beirut, Beirut","$750,000",Apartment,230 m²,3,3
"Mtayleb, El Metn, Mount Lebanon","$240,000",Apartment,220 m²,2,4
"Batroun, Batroun, North","$225,000",Land,"3,752 m²",N/A,N/A
"Rabieh, El Metn, Mount Lebanon","$2,950,000",Land,"1,633 m²",N/A,N/A
"Maaysra, Kesrouane, Mount Lebanon","$150,000",Apartment,120 m²,2,2
"Down Town, Beirut, Beirut","$3,500,000",Apartment,473 m²,4,6
"Batroun, Batroun, North","$135,000",Apartment,136 m²,2,2
"Mtayleb, El Metn, Mount Lebanon","$395,000",Apartment,340 m²,3,4
"Adonis, Kesrouane, Mount Lebanon","$250,000",Apartment,350 m²,3,4
"Shayle, Kesrouane, Mount Lebanon","$120,000",Apartment,120 m²,2,2
"Jeita, Kesrouane, Mount Lebanon","$300,000",Chalet,150 m²,2,2
"Achkout, Kesrouane, Mount Lebanon","$100,000",Apartment,115 m²,2,2
"Ras El Nabeh, Beirut, Beirut","$210,000",Apartment,145 m²,2,2
"Badaro, Beirut, Beirut","$190,000",Office,120 m²,2,N/A
"Jbeil, Jbeil, Mount Lebanon","$185,000",Apartment,150 m²,3,3
"Ghazir, Kesrouane, Mount Lebanon","$1,000,000",Land,"1,039 m²",N/A,N/A
"Batroun, Batroun, North","$75,000",Apartment,40 m²,1,1
"chnaniir, Kesrouane, Mount Lebanon","$275,000",Apartment,171 m²,3,3
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$260,000",Chalet,160 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$310,000",Apartment,180 m²,3,3
"Gherfine, Jbeil, Mount Lebanon","$120,000",Apartment,138 m²,3,2
"Aamchit, Jbeil, Mount Lebanon","$175,000",Chalet,60 m²,1,1
"Safra, Kesrouane, Mount Lebanon","$150,000",Apartment,138 m²,3,2
"Achrafieh, Beirut, Beirut","$500,000",Apartment,175 m²,3,3
"Shayle, Kesrouane, Mount Lebanon","$60,000",Warehouse,100 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$3,500,000",Apartment,615 m²,4,4
"Ras Beirut, Beirut, Beirut","$600,000",Apartment,164 m²,3,4
"Nahr Ibrahim, Jbeil, Mount Lebanon","$600,000",Land,"2,000 m²",N/A,N/A
"Dekweneh, El Metn, Mount Lebanon","$450,000",Warehouse,375 m²,N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$165,000",Apartment,120 m²,3,2
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$265,000",Chalet,115 m²,2,2
"Halat, Jbeil, Mount Lebanon","$330,000",Land,"1,000 m²",N/A,N/A
"Batroun, Batroun, North","$130,000",Apartment,56 m²,1,1
"Nahr Ibrahim, Jbeil, Mount Lebanon","$550,000",Land,"4,700 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$130,000",Apartment,127 m²,2,2
"Sahel Alma, Kesrouane, Mount Lebanon","$1,400,000",House/Villa,400 m²,4,1
"Achrafieh, Beirut, Beirut","$1,400,000",Apartment,370 m²,3,4
"Adma, Kesrouane, Mount Lebanon","$420,000",Apartment,235 m²,3,4
"Down Town, Beirut, Beirut","$3,146,000",Apartment,484 m²,4,5
"Down Town, Beirut, Beirut","$3,655,000",Apartment,562 m²,3,4
"Down Town, Beirut, Beirut","$2,785,000",Apartment,428 m²,3,4
"Hboub, Jbeil, Mount Lebanon","$200,000",Apartment,220 m²,4,4
"Achrafieh, Beirut, Beirut","$2,100,000",Apartment,500 m²,4,5
"Braij, Jbeil, Mount Lebanon","$110,000",Apartment,200 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$775,000",Apartment,310 m²,4,6
"Sahel Alma, Kesrouane, Mount Lebanon","$170,000",Apartment,160 m²,3,3
"Hazmieh, Baabda, Mount Lebanon","$320,000",Apartment,180 m²,3,4
"Down Town, Beirut, Beirut","$1,500,000",Apartment,246 m²,3,4
"Down Town, Beirut, Beirut","$3,000,000",Apartment,546 m²,3,4
"Dekweneh, El Metn, Mount Lebanon","$420,000",Shop,120 m²,2,1
"Al Jamhour, Baabda, Mount Lebanon","$430,000",Apartment,237 m²,4,6
"Zouk Mikael, Kesrouane, Mount Lebanon","$6,000,000",Commercial Building,"7,353 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$750,000",Apartment,268 m²,3,4
"Ras Beirut, Beirut, Beirut","$750,000",Apartment,190 m²,3,3
"Down Town, Beirut, Beirut","$2,800,000",Apartment,500 m²,4,5
"Ras Beirut, Beirut, Beirut","$250,000",Apartment,162 m²,3,3
"Kaslik, Kesrouane, Mount Lebanon","$275,000",Apartment,290 m²,4,4
"Sahel Alma, Kesrouane, Mount Lebanon","$425,500",Apartment,185 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$700,000",Apartment,300 m²,4,5
"Achkout, Kesrouane, Mount Lebanon","$150,000",Land,"1,310 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$2,115,000",Land,"2,820 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$4,500,000",House/Villa,"2,050 m²",4,6
"Ghine, Kesrouane, Mount Lebanon","$115,000",Apartment,150 m²,3,2
"Tabarja, Kesrouane, Mount Lebanon","$380,000",Chalet,70 m²,1,1
"Down Town, Beirut, Beirut","$2,150,000",Apartment,350 m²,3,4
"Ras Beirut, Beirut, Beirut","$1,000,000",Office,356 m²,3,N/A
"Ras Beirut, Beirut, Beirut","$550,000",Office,105 m²,1,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$3,900,000",Land,"5,200 m²",N/A,N/A
"Sahel Alma, Kesrouane, Mount Lebanon","$235,000",Apartment,205 m²,3,3
"Antelias, El Metn, Mount Lebanon","$100,000",Office,90 m²,1,N/A
"Rabieh, El Metn, Mount Lebanon","$8,000,000",House/Villa,800 m²,4,5
"Nahr Ibrahim, Jbeil, Mount Lebanon","$450,000",Land,"1,673 m²",N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$1,325,000",Land,883 m²,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$75,000",Warehouse,150 m²,1,N/A
"Ras Beirut, Beirut, Beirut","$3,750,000",Apartment,550 m²,4,5
"Haret Sakher, Kesrouane, Mount Lebanon","$170,000",Apartment,150 m²,3,3
"Haret Sakher, Kesrouane, Mount Lebanon","$170,000",Apartment,150 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$1,500,000",Land,"1,260 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$750,000",Apartment,174 m²,3,3
"Laqlouq, Jbeil, Mount Lebanon","$185,000",Land,"2,571 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$635,000",Apartment,220 m²,2,3
"Dbayeh, El Metn, Mount Lebanon","$1,200,000",Apartment,222 m²,3,4
"Hboub, Jbeil, Mount Lebanon","$105,000",Apartment,160 m²,3,2
"Faytroun, Kesrouane, Mount Lebanon","$120,000",Land,810 m²,N/A,N/A
"Ras Beirut, Beirut, Beirut","$1,050,000",Apartment,250 m²,3,4
"Halat, Jbeil, Mount Lebanon","$300,000",Apartment,300 m²,4,5
"Achrafieh, Beirut, Beirut","$400,000",Office,125 m²,1,N/A
"Naas, El Metn, Mount Lebanon","$840,000",Land,"2,800 m²",N/A,N/A
"Dbayeh, El Metn, Mount Lebanon","$260,000",Apartment,170 m²,3,3
"Dbayeh, El Metn, Mount Lebanon","$300,000",Apartment,170 m²,3,3
"Ras Beirut, Beirut, Beirut","$970,000",Apartment,300 m²,4,4
"Ras Beirut, Beirut, Beirut","$1,700,000",Apartment,500 m²,4,4
"Ras Beirut, Beirut, Beirut","$870,000",Apartment,300 m²,4,4
"Shayle, Kesrouane, Mount Lebanon","$340,000",Apartment,268 m²,3,4
"Sahel Alma, Kesrouane, Mount Lebanon","$425,000",Apartment,175 m²,3,4
"Sahel Alma, Kesrouane, Mount Lebanon","$420,000",Apartment,180 m²,3,4
"Sahel Alma, Kesrouane, Mount Lebanon","$450,000",Apartment,287 m²,3,5
"Mastita, Jbeil, Mount Lebanon","$155,000",Apartment,160 m²,3,2
"Sahel Alma, Kesrouane, Mount Lebanon","$140,000",Apartment,160 m²,3,3
"kfarhbeib, Kesrouane, Mount Lebanon","$350,000",Apartment,200 m²,3,4
"Jounieh, Kesrouane, Mount Lebanon","$2,500,000",Land,"1,137 m²",N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon","$400,000",Chalet,120 m²,3,3
"Azra, Kesrouane, Mount Lebanon","$500,000",House/Villa,500 m²,4,5
"Yarzeh, Baabda, Mount Lebanon","$3,300,000",Land,"1,650 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$380,000",Apartment,240 m²,4,3
"Dlebta, Kesrouane, Mount Lebanon","$105,000",Land,950 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$950,000",Apartment,270 m²,3,4
"Ras Beirut, Beirut, Beirut","$1,100,000",Apartment,300 m²,3,3
"Kaslik, Kesrouane, Mount Lebanon","$300,000",Apartment,160 m²,3,4
"Achrafieh, Beirut, Beirut","$1,500,000",Office,352 m²,4,N/A
"Haret Sakher, Kesrouane, Mount Lebanon","$560,000",Apartment,232 m²,3,4
"Achrafieh, Beirut, Beirut","$500,000",Apartment,220 m²,3,3
"Jbeil, Jbeil, Mount Lebanon","$65,000",Office,60 m²,1,N/A
"Mansourieh, El Metn, Mount Lebanon","$250,000",Apartment,255 m²,3,5
"Sahel Alma, Kesrouane, Mount Lebanon","$300,000",Apartment,169 m²,3,6
"Hosrayel, Jbeil, Mount Lebanon","$3,675,000",Land,"10,500 m²",N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon","$2,100,000",Land,"6,000 m²",N/A,N/A
"Halat, Jbeil, Mount Lebanon","$170,000",House/Villa,187 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$250,000",Apartment,260 m²,3,5
"Aamchit, Jbeil, Mount Lebanon","$2,650,000",Land,"10,595 m²",3,N/A
"Ras Beirut, Beirut, Beirut","$920,000",Apartment,400 m²,4,4
"Ras Beirut, Beirut, Beirut","$1,500,000",Apartment,300 m²,2,4
"Sahel Alma, Kesrouane, Mount Lebanon","$450,000",Apartment,550 m²,7,7
"Adma, Kesrouane, Mount Lebanon","$750,000",Apartment,380 m²,3,5
"Ghosta, Kesrouane, Mount Lebanon","$850,000",Residential Building,"1,000 m²",N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$200,000",Apartment,150 m²,3,3
"Ras Beirut, Beirut, Beirut","$450,000",Apartment,270 m²,2,3
"Faraya, Kesrouane, Mount Lebanon","$80,000",Chalet,74 m²,1,1
"Sabtieh, El Metn, Mount Lebanon","$120,000",Apartment,175 m²,2,3
"Al Jamhour, Baabda, Mount Lebanon","$350,000",Apartment,222 m²,3,4
"Mar Takla, Baabda, Mount Lebanon","$700,000",Apartment,210 m²,3,4
"Jeita, Kesrouane, Mount Lebanon","$190,000",Apartment,300 m²,4,5
"Fakra, Kesrouane, Mount Lebanon","$130,000",Chalet,55 m²,1,1
"Adma, Kesrouane, Mount Lebanon","$950,000",Apartment,600 m²,5,5
"Hboub, Jbeil, Mount Lebanon","$180,000",Apartment,183 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$190,000",Apartment,183 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$600,000",Apartment,340 m²,3,4
"Hboub, Jbeil, Mount Lebanon","$120,000",Apartment,110 m²,3,2
"Adma, Kesrouane, Mount Lebanon","$500,000",Apartment,300 m²,3,4
"Dekweneh, El Metn, Mount Lebanon","$1,800,000",Land,"1,436 m²",N/A,N/A
"Faraya, Kesrouane, Mount Lebanon","$140,000",Chalet,90 m²,2,1
"Antelias, El Metn, Mount Lebanon","$130,000",Apartment,160 m²,2,2
"Jbeil, Jbeil, Mount Lebanon","$200,000",Apartment,175 m²,3,3
"Batroun, Batroun, North","$450,000",Shop,176 m²,N/A,N/A
"Batroun, Batroun, North","$450,000",Shop,129 m²,N/A,N/A
"Batroun, Batroun, North","$450,000",Shop,124 m²,N/A,N/A
"Aannaya, Jbeil, Mount Lebanon","$1,200,000",Commercial Building,"3,500 m²",N/A,N/A
"Jbeil, Jbeil, Mount Lebanon","$230,000",Apartment,320 m²,5,5
"Ras Beirut, Beirut, Beirut","$1,000,000",Apartment,250 m²,3,3
"Lehfed, Jbeil, Mount Lebanon","$135,000",Land,"1,668 m²",N/A,N/A
"kfarhbeib, Kesrouane, Mount Lebanon","$1,300,000",Residential Building,"1,600 m²",3,3
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$140,000",Apartment,140 m²,2,4
"Ballouneh, Kesrouane, Mount Lebanon","$180,000",Apartment,185 m²,3,4
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$935,000",Commercial Building,700 m²,N/A,N/A
"Nammoura, Kesrouane, Mount Lebanon","$325,000",Land,"2,163 m²",N/A,N/A
"Faytroun, Kesrouane, Mount Lebanon","$1,400,000",Land,"8,690 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$600,000",Office,160 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$600,000",Office,160 m²,2,N/A
"Ras Beirut, Beirut, Beirut","$300,000",Office,80 m²,1,N/A
"Achrafieh, Beirut, Beirut","$2,000,000",Apartment,500 m²,4,5
"Nahr Ibrahim, Jbeil, Mount Lebanon","$185,000",Apartment,240 m²,3,3
"Adma, Kesrouane, Mount Lebanon","$420,000",Apartment,275 m²,3,4
"Hboub, Jbeil, Mount Lebanon","$160,000",Apartment,160 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$140,000",Apartment,140 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$140,000",Apartment,140 m²,3,3
"Hboub, Jbeil, Mount Lebanon","$160,000",Apartment,160 m²,3,3
"Maad, Jbeil, Mount Lebanon","$300,000",Land,"5,420 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$7,500,000",Residential Building,"3,080 m²",N/A,N/A
"Baabda, Baabda, Mount Lebanon","$600,000",Apartment,396 m²,3,4
"Fanar, El Metn, Mount Lebanon","$185,000",Apartment,120 m²,2,2
"Maaysra, Kesrouane, Mount Lebanon","$125,000",Apartment,220 m²,3,3
"Maaysra, Kesrouane, Mount Lebanon","$175,000",Apartment,350 m²,3,3
"Maaysra, Kesrouane, Mount Lebanon","$130,000",Apartment,220 m²,3,3
"Tabarja, Kesrouane, Mount Lebanon","$2,000,000",Land,"2,628 m²",N/A,N/A
"Down Town, Beirut, Beirut","$1,120,000",Shop,280 m²,N/A,N/A
"Louaize, Baabda, Mount Lebanon","$525,000",Apartment,250 m²,3,3
"Down Town, Beirut, Beirut","$1,500,000",Shop,250 m²,N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$185,000",Apartment,185 m²,3,3
"Chiyah, Beirut, Beirut","$1,200,000",Land,470 m²,N/A,N/A
"Ghadir, Kesrouane, Mount Lebanon","$250,000",Apartment,185 m²,3,3
"Faraya, Kesrouane, Mount Lebanon","$400,000",Land,"1,250 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$650,000",Apartment,155 m²,2,3
"Ras Beirut, Beirut, Beirut","$950,000",Apartment,225 m²,3,3
"Blat, Jbeil, Mount Lebanon","$260,000",Land,800 m²,N/A,N/A
"Hboub, Jbeil, Mount Lebanon","$200,000",Apartment,175 m²,3,4
"Aamchit, Jbeil, Mount Lebanon","$850,000",Land,"1,300 m²",N/A,N/A
"Aamchit, Jbeil, Mount Lebanon","$350,000",Land,"3,050 m²",N/A,N/A
"Yarzeh, Baabda, Mount Lebanon","$4,270,000",Land,"2,135 m²",N/A,N/A
"Yarzeh, Baabda, Mount Lebanon","$2,100,000",Land,"1,465 m²",N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$150,000",Office,120 m²,2,N/A
"Nahr Ibrahim, Jbeil, Mount Lebanon","$215,000",Apartment,154 m²,2,2
"Nahr Ibrahim, Jbeil, Mount Lebanon","$180,000",Apartment,165 m²,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon","$250,000",Apartment,165 m²,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon","$280,000",Apartment,265 m²,3,3
"Nahr Ibrahim, Jbeil, Mount Lebanon","$180,000",Apartment,180 m²,3,3
"Blat, Jbeil, Mount Lebanon","$115,000",Apartment,110 m²,2,2
"Sarba, Kesrouane, Mount Lebanon","$245,000",Apartment,200 m²,3,3
"Ghadir, Kesrouane, Mount Lebanon","$210,000",Apartment,125 m²,2,2
"Ghadir, Kesrouane, Mount Lebanon","$230,000",Apartment,165 m²,3,3
"Hazmieh, Baabda, Mount Lebanon","$360,000",Apartment,225 m²,3,3
"Yarzeh, Baabda, Mount Lebanon","$1,600,000",Land,"1,300 m²",N/A,N/A
"Ras Beirut, Beirut, Beirut","$1,700,000",Apartment,410 m²,4,5
"Achrafieh, Beirut, Beirut","$795,000",Apartment,380 m²,4,4
"Bouar, Kesrouane, Mount Lebanon","$450,000",Apartment,350 m²,4,4
"Down Town, Beirut, Beirut","$6,300,000",Residential Building,816 m²,N/A,N/A
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,540 m²,3,4
"Ras Osta, Jbeil, Mount Lebanon","$320,000",Land,"1,426 m²",N/A,N/A
"Kfour, Kesrouane, Mount Lebanon","$130,000",Apartment,232 m²,2,2
"Kfour, Kesrouane, Mount Lebanon","$265,000",Apartment,272 m²,5,6
"Ain Kfaa, Jbeil, Mount Lebanon","$180,000",Land,"6,400 m²",N/A,N/A
"Ras Osta, Jbeil, Mount Lebanon","$64,000",Land,960 m²,N/A,N/A
"Ouyoun Al Simen, Kesrouane, Mount Lebanon","$460,000",Land,920 m²,N/A,N/A
"Zouk Mikael, Kesrouane, Mount Lebanon","$100,000",Warehouse,220 m²,1,N/A
"Hazmieh, Baabda, Mount Lebanon","$2,500,000",Land,"1,269 m²",N/A,N/A
"Down Town, Beirut, Beirut","$1,366,000",Apartment,187 m²,2,3
"Aamchit, Jbeil, Mount Lebanon","$150,000",Land,600 m²,N/A,N/A
"Shayle, Kesrouane, Mount Lebanon","$210,000",Apartment,210 m²,3,3
"Achrafieh, Beirut, Beirut","$1,700,000",Apartment,630 m²,4,6
"Sarba, Kesrouane, Mount Lebanon","$190,000",Apartment,180 m²,3,3
"Achrafieh, Beirut, Beirut","$710,000",Apartment,250 m²,3,3
"Achrafieh, Beirut, Beirut","$650,000",Apartment,250 m²,3,3
"Faytroun, Kesrouane, Mount Lebanon","$250,000",Land,"1,258 m²",N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$300,000",Apartment,170 m²,3,3
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,190 m²,2,N/A
"Jounieh, Kesrouane, Mount Lebanon","$220,000",Apartment,165 m²,3,3
"Ras Beirut, Beirut, Beirut","$270,000",Apartment,120 m²,2,2
"Achrafieh, Beirut, Beirut","$275,000",Office,180 m²,2,N/A
"Halat, Jbeil, Mount Lebanon","$180,000",Shop,190 m²,3,N/A
"Achrafieh, Beirut, Beirut","$650,000",Apartment,265 m²,3,3
"Down Town, Beirut, Beirut","$1,500,000",Apartment,250 m²,3,3
"Down Town, Beirut, Beirut","$3,500,000",Apartment,500 m²,4,5
"Zouk Mosbeh, Kesrouane, Mount Lebanon","$2,000,000",Land,"1,710 m²",N/A,N/A
"Jounieh, Kesrouane, Mount Lebanon","$150,000",Office,90 m²,1,N/A
"Sarba, Kesrouane, Mount Lebanon","$114,000",Apartment,110 m²,2,2
"Ras El Nabeh, Beirut, Beirut","$400,000",Apartment,170 m²,2,3
"Ras El Nabeh, Beirut, Beirut","$450,000",Apartment,245 m²,3,4
"Sarba, Kesrouane, Mount Lebanon","$98,000",Apartment,110 m²,2,2
"Jbeil, Jbeil, Mount Lebanon","$250,000",Shop,125 m²,1,N/A
"Yarzeh, Baabda, Mount Lebanon","$1,200,000",Apartment,300 m²,3,4
"Yarzeh, Baabda, Mount Lebanon","$600,000",Apartment,206 m²,3,4
"Wadi Chahrour, Baabda, Mount Lebanon","$825,000",House/Villa,"1,200 m²",5,6
"Achrafieh, Beirut, Beirut","$250,000",Apartment,120 m²,2,2
"Achrafieh, Beirut, Beirut","$280,000",Apartment,135 m²,2,2
"Achrafieh, Beirut, Beirut","$500,000",Apartment,250 m²,3,3
"Monteverde, El Metn, Mount Lebanon","$850,000",Apartment,450 m²,3,5
"New Rawda, El Metn, Mount Lebanon","$250,000",Apartment,360 m²,5,4
"Fakra, Kesrouane, Mount Lebanon","$85,000",Chalet,110 m²,2,3
"Aamchit, Jbeil, Mount Lebanon","$1,000,000",Land,"10,439 m²",N/A,N/A
"Hosrayel, Jbeil, Mount Lebanon","$135,000",Apartment,160 m²,3,3
"Blat, Jbeil, Mount Lebanon","$150,000",Land,937 m²,N/A,N/A
"Kaslik, Kesrouane, Mount Lebanon","$100,000",Office,50 m²,1,N/A
"Sarba, Kesrouane, Mount Lebanon","$140,000",Apartment,150 m²,3,3
"Aatchane, El Metn, Mount Lebanon","$1,100,000",Land,"2,212 m²",N/A,N/A
"Aatchane, El Metn, Mount Lebanon","$1,800,000",Land,"3,776 m²",N/A,N/A
"Bhorsaf, El Metn, Mount Lebanon","$2,500,000",Land,"5,001 m²",N/A,N/A
"Bejje, Jbeil, Mount Lebanon","$600,000",Land,"17,032 m²",N/A,N/A
"Fatqa, Kesrouane, Mount Lebanon","$1,100,000",House/Villa,500 m²,4,7
"Baskinta, El Metn, Mount Lebanon","$135,000",Land,"1,034 m²",N/A,N/A
"Halat, Jbeil, Mount Lebanon","$300,000",Land,831 m²,N/A,N/A
"Lehfed, Jbeil, Mount Lebanon","$390,000",Land,"3,930 m²",N/A,N/A
"Yarzeh, Baabda, Mount Lebanon","$1,450,000",Apartment,460 m²,3,4
"Jal el Dib, El Metn, Mount Lebanon","$150,000",Apartment,125 m²,2,2
"Hboub, Jbeil, Mount Lebanon","$200,000",Shop,180 m²,1,N/A
"Faytroun, Kesrouane, Mount Lebanon","$400,000",Land,"1,200 m²",N/A,N/A
"Monteverde, El Metn, Mount Lebanon","$840,000",Apartment,420 m²,3,3
"Faraya, Kesrouane, Mount Lebanon","$105,000",Chalet,120 m²,3,2
"Kfarzebian, Kesrouane, Mount Lebanon","$390,000",Land,"3,900 m²",N/A,N/A
"Adma, Kesrouane, Mount Lebanon","$340,000",Apartment,320 m²,4,4
"Laqlouq, Jbeil, Mount Lebanon","$600,000",House/Villa,"1,000 m²",3,4
"Monsef, Jbeil, Mount Lebanon","$350,000",Chalet,170 m²,3,2
"Zaarour, El Metn, Mount Lebanon","$600,000",Chalet,240 m²,6,2
"Chikhane, Jbeil, Mount Lebanon","$160,000",Land,964 m²,N/A,N/A
"Laqlouq, Jbeil, Mount Lebanon","$112,000",Land,800 m²,N/A,N/A
"Kfarzebian, Kesrouane, Mount Lebanon","$350,000",Land,"2,660 m²",N/A,N/A
"Kfar Aabida, Batroun, North","$320,000",Land,"1,600 m²",N/A,N/A
"Aannaya, Jbeil, Mount Lebanon","$1,300,000",Commercial Building,"3,000 m²",N/A,N/A
"Achrafieh, Beirut, Beirut","$1,200,000",Apartment,450 m²,3,3
"Broumana, El Metn, Mount Lebanon","$240,000",Apartment,240 m²,3,2
"Jounieh, Kesrouane, Mount Lebanon","$1,100,000",Residential Building,700 m²,N/A,N/A
"Ballouneh, Kesrouane, Mount Lebanon","$150,000",Apartment,170 m²,2,2
"Braij, Jbeil, Mount Lebanon","$110,000",Apartment,120 m²,2,2
"Braij, Jbeil, Mount Lebanon","$106,000",Apartment,118 m²,2,2
